index,date,time_seconds,n_valid_components,n_valid_stations,rmse_m,rmse_mm,mae_m,mae_mm,max_abs_m,max_abs_mm,n_valid_velocity_components,n_valid_velocity_stations,velocity_rmse_m_per_s,velocity_rmse_mm_per_day,velocity_mae_m_per_s,velocity_mae_mm_per_day,velocity_max_abs_m_per_s,velocity_max_abs_mm_per_day
8089,2020-01-01T11:59:00,631195136.0,396,132,0.025241198018193245,25.241198018193245,0.018290989100933075,18.290989100933075,0.14172488451004028,141.72488451004028,393,131,1.9454855504363877e-09,0.1680899515577039,1.2098696489104555e-09,0.10453273766586335,1.3576448409935438e-08,1.1730051426184218
8090,2020-01-02T11:59:00,631281536.0,396,132,0.02536989003419876,25.36989003419876,0.018346218392252922,18.346218392252922,0.14300571382045746,143.00571382045746,390,130,1.793458603849274e-09,0.15495482337257727,1.1658995990870835e-09,0.10073372536112402,1.2187766351701157e-08,1.05302301278698
8091,2020-01-03T11:59:00,631367936.0,402,134,0.02503216825425625,25.03216825425625,0.0180096086114645,18.0096086114645,0.14201653003692627,142.01653003692627,390,130,2.505821328213642e-09,0.21650296275765868,1.6712632389115356e-09,0.14439714384195668,1.681165073819102e-08,1.452526623779704
8092,2020-01-04T11:59:00,631454336.0,393,131,0.024908268824219704,24.908268824219704,0.017778055742383003,17.778055742383003,0.14276733994483948,142.76733994483948,387,129,2.9573867799115305e-09,0.25551821778435624,1.9606947176953327e-09,0.16940402360887674,2.3437808138737637e-08,2.025026623186932
8093,2020-01-05T11:59:00,631540736.0,390,130,0.025074591860175133,25.074591860175133,0.017993686720728874,17.993686720728874,0.1432681679725647,143.2681679725647,387,129,2.710904611902265e-09,0.2342221584683557,1.830138929292957e-09,0.1581240034909115,1.9415404395317637e-08,1.6774909397554438
8094,2020-01-06T11:59:00,631627136.0,390,130,0.0246900524944067,24.6900524944067,0.01761823520064354,17.61823520064354,0.1416589915752411,141.6589915752411,387,129,2.540982091403521e-09,0.2195408526972642,1.6807121250295154e-09,0.14521352760255013,1.4501797096500013e-08,1.2529552691376011
8095,2020-01-07T11:59:00,631713536.0,396,132,0.0246592964977026,24.6592964977026,0.017566198483109474,17.566198483109474,0.14252981543540955,142.52981543540955,390,130,2.1567272412426064e-09,0.1863412336433612,1.4868147824032008e-09,0.12846079719963654,7.323391226776721e-09,0.6327410019935087
8096,2020-01-08T11:59:00,631799936.0,399,133,0.02449183166027069,24.49183166027069,0.01743319444358349,17.43319444358349,0.14197063446044922,141.97063446044922,390,130,2.3690369665985145e-09,0.20468479391411165,1.6252923451531842e-09,0.14042525862123512,8.752758517971415e-09,0.7562383359527303
8097,2020-01-09T11:59:00,631886336.0,396,132,0.024372337386012077,24.372337386012077,0.01723473332822323,17.23473332822323,0.14288146793842316,142.88146793842316,393,131,2.2476958072559228e-09,0.19420091774691173,1.5318426527244355e-09,0.13235120519539123,9.187612448613436e-09,0.7938097155602009
8098,2020-01-10T11:59:00,631972736.0,360,120,0.024428175762295723,24.428175762295723,0.017242219299077988,17.242219299077988,0.14287227392196655,142.87227392196655,360,120,1.9288415309404172e-09,0.16665190827325205,1.2622489720115482e-09,0.10905831118179776,8.793048955624272e-09,0.7597194297659371
8099,2020-01-11T11:59:00,632059136.0,363,121,0.02460317872464657,24.60317872464657,0.017610080540180206,17.610080540180206,0.14170309901237488,141.70309901237488,360,120,2.3177175734190314e-09,0.2002507983434043,1.5070027448160772e-09,0.13020503715210907,1.3970380408068195e-08,1.207040867257092
8100,2020-01-12T11:59:00,632145536.0,399,133,0.024480607360601425,24.480607360601425,0.017501307651400566,17.501307651400566,0.14240391552448273,142.40391552448273,396,132,2.7963278359521837e-09,0.24160272502626867,1.7912512584317142e-09,0.1547641087285001,1.6558839632807576e-08,1.4306837442745746
8101,2020-01-13T11:59:00,632231936.0,402,134,0.02422473020851612,24.22473020851612,0.017230087891221046,17.230087891221046,0.14213472604751587,142.13472604751587,402,134,2.2351123174502163e-09,0.1931137042276987,1.4560660455131824e-09,0.12580410633233896,1.8254441513931852e-08,1.577183746803712
8102,2020-01-14T11:59:00,632318336.0,402,134,0.02422446571290493,24.22446571290493,0.017204882577061653,17.204882577061653,0.14226555824279785,142.26555824279785,402,134,1.680886541066684e-09,0.1452285971481615,1.152673512194724e-09,0.09959099145362416,1.2113981817662989e-08,1.0466480290460822
8103,2020-01-15T11:59:00,632404736.0,405,135,0.024299655109643936,24.299655109643936,0.017301490530371666,17.301490530371666,0.14166638255119324,141.66638255119324,402,134,1.524652626372358e-09,0.13172998691857174,1.04694786173809e-09,0.09045629525417098,1.3518165253856296e-08,1.167969477933184
8104,2020-01-16T11:59:00,632491136.0,399,133,0.024674704298377037,24.674704298377037,0.017540734261274338,17.540734261274338,0.14224720001220703,142.24720001220703,396,132,1.3386376451762771e-09,0.11565829254323035,9.059333838656869e-10,0.07827264436599535,1.3252788200190935e-08,1.1450409004964968
8105,2020-01-17T11:59:00,632577536.0,399,133,0.02486908622086048,24.86908622086048,0.017797064036130905,17.797064036130905,0.14163802564144135,141.63802564144135,399,133,1.2789913572675005e-09,0.11050485326791204,8.258858597010033e-10,0.07135653827816668,1.229524038137697e-08,1.0623087689509703
8106,2020-01-18T11:59:00,632663936.0,405,135,0.02445097081363201,24.45097081363201,0.01735886186361313,17.35886186361313,0.14140883088111877,141.40883088111877,405,135,1.5763710337068915e-09,0.13619845731227542,9.444930393343043e-10,0.08160419859848389,1.2394653303715586e-08,1.0708980454410266
8107,2020-01-19T11:59:00,632750336.0,408,136,0.02456682175397873,24.56682175397873,0.01748533733189106,17.48533733189106,0.1422896683216095,142.2896683216095,405,135,1.7978186717115818e-09,0.15533153323588067,1.0370103664669728e-09,0.08959769566274645,1.2442809449453307e-08,1.0750587364327657
8108,2020-01-20T11:59:00,632836736.0,408,136,0.02488931454718113,24.88931454718113,0.017942756414413452,17.942756414413452,0.1413004994392395,141.3004994392395,405,135,1.756221945647951e-09,0.15173757610398297,1.0432271713156638e-09,0.09013482760167335,1.158694828973239e-08,1.0011123322328785
8109,2020-01-21T11:59:00,632923136.0,408,136,0.02475820854306221,24.75820854306221,0.017757203429937363,17.757203429937363,0.14265131950378418,142.65131950378418,408,136,2.405362353741225e-09,0.20782330736324184,1.6031540539529487e-09,0.13851251026153477,1.0835614183690723e-08,0.9361970654708784
8110,2020-01-22T11:59:00,633009536.0,411,137,0.02522439882159233,25.22439882159233,0.017983652651309967,17.983652651309967,0.1421821564435959,142.1821564435959,408,136,2.7396032109550106e-09,0.23670171742651291,1.944892469296633e-09,0.1680387093472291,1.267894678136372e-08,1.0954610019098254
8111,2020-01-23T11:59:00,633095936.0,417,139,0.025505078956484795,25.505078956484795,0.018124988302588463,18.124988302588463,0.14152295887470245,141.52295887470245,408,136,2.7288220572074806e-09,0.23577022574272632,1.956396156188589e-09,0.1690326278946941,1.1474208250206175e-08,0.9913715928178135
8112,2020-01-24T11:59:00,633182336.0,417,139,0.02528117410838604,25.28117410838604,0.01797635294497013,17.97635294497013,0.14244379103183746,142.44379103183746,411,137,2.3248614144932844e-09,0.20086802621221977,1.716416786479158e-09,0.14829841035179925,1.0603172562184682e-08,0.9161141093727565
8113,2020-01-25T11:59:00,633268736.0,417,139,0.02509153261780739,25.09153261780739,0.01779216155409813,17.79216155409813,0.14237461984157562,142.37461984157562,414,138,1.8191443906800941e-09,0.15717407535476013,1.356152856679671e-09,0.11717160681712357,8.36613534005437e-09,0.7228340933806976
8114,2020-01-26T11:59:00,633355136.0,417,139,0.025023620575666428,25.023620575666428,0.01775345392525196,17.75345392525196,0.14128543436527252,141.28543436527252,414,138,1.8275656543664809e-09,0.15790167253726395,1.3479093396995268e-09,0.11645936695003911,9.432451264501651e-09,0.8149637892529427
8115,2020-01-27T11:59:00,633441536.0,408,136,0.02512204460799694,25.12204460799694,0.017769426107406616,17.769426107406616,0.14192625880241394,141.92625880241394,408,136,2.0835932978968685e-09,0.18002246093828944,1.4477815613034295e-09,0.1250883268966163,1.1171455760461413e-08,0.9652137777038661
8116,2020-01-28T11:59:00,633527936.0,411,137,0.025240488350391388,25.240488350391388,0.0178676750510931,17.8676750510931,0.14197707176208496,141.97707176208496,408,136,2.5289583760468304e-09,0.21850200369044614,1.6692284221520026e-09,0.14422133567393303,1.1104187791488584e-08,0.9594018251846137
8117,2020-01-29T11:59:00,633614336.0,408,136,0.024799887090921402,24.799887090921402,0.017377642914652824,17.377642914652824,0.1402079164981842,140.2079164981842,408,136,2.8266597951187578e-09,0.24422340629826067,1.7228972692961975e-09,0.14885832406719146,1.744672672998604e-08,1.5073971894707938
8118,2020-01-30T11:59:00,633700736.0,411,137,0.02514861896634102,25.14861896634102,0.01763855665922165,17.63855665922165,0.14272873103618622,142.72873103618622,405,135,2.739681370655944e-09,0.23670847042467358,1.6364243293764957e-09,0.14138706205812923,1.893705814381974e-08,1.6361618236260256
8119,2020-01-31T11:59:00,633787136.0,411,137,0.025102924555540085,25.102924555540085,0.017588354647159576,17.588354647159576,0.14206954836845398,142.06954836845398,405,135,2.5465873854102483e-09,0.22002515009944545,1.506264113437794e-09,0.1301412194010254,2.0698413649711256e-08,1.7883429393350525
