step,L_total,L_data,L_position,L_velocity,L_rsf,L_state,L_smooth,L_friction_reg,L_V_temporal,L_boundary_V,L_ab_prior,L_smooth_dc,Dc_mean,Dc_std,Dc_min,Dc_max,a_mean,a_std,b_mean,b_std,a_minus_b_min,a_minus_b_max,a_minus_b_mean,a_minus_b_std,tau_0_mean,tau_dot_mean,lr,lr_friction,w_rsf,w_state,V_log10_mean,V_log10_std,slip_max
3299.0,0.018233580514788628,0.018122121691703796,0.017384404316544533,0.024590572342276573,0.00030797283397987485,0.003603150602430105,0.002410475630313158,6.49149515083991e-05,0.006111415568739176,0.0001542460231576115,6.874940481793601e-06,9.048812330547662e-07,0.023457786068320274,0.0009075137786567211,0.02086794003844261,0.026077741757035255,0.015008718706667423,0.0011310060508549213,0.02000940963625908,0.0009762602858245373,-0.0094736497849226,0.001991497352719307,-0.005000689998269081,0.0017400557408109307,59999996.0,-0.004598645493388176,9.40884181497188e-05,1e-05,0.06495,0.021650000000000003,-9.056941986083984,0.043498896062374115,0.6045968532562256
3399.0,0.018413424491882324,0.01828564889729023,0.01742662489414215,0.028634145855903625,0.0003073256812058389,0.003914273343980312,0.0023043318651616573,6.507412035716698e-05,0.007131066173315048,0.00022155488841235638,5.383983989304397e-06,8.654457701595675e-07,0.023494238033890724,0.000918674748390913,0.020602131262421608,0.026339739561080933,0.015003078617155552,0.001113720703870058,0.019984504207968712,0.0009454769897274673,-0.008973329328000546,0.003048105165362358,-0.0049814265221357346,0.0016786480555310845,59999996.0,-0.0043511055409908295,9.373339121517766e-05,1e-05,0.06995,0.023316666666666666,-9.03486442565918,0.04162341728806496,0.7562383413314819
3499.0,0.018483247607946396,0.018369290977716446,0.01763181760907173,0.024582423269748688,0.000277051905868575,0.003207034897059202,0.0023018019273877144,6.517222936963663e-05,0.0057648178189992905,0.00015711392916273326,8.78088303579716e-06,8.537542726116953e-07,0.02352071925997734,0.0008607296622358263,0.02032504975795746,0.026357343420386314,0.015033271163702011,0.0011128282640129328,0.02002653107047081,0.0009589865221641958,-0.010040221735835075,0.0019418206065893173,-0.004993260372430086,0.0016770865768194199,59999996.0,-0.0043068258091807365,9.336880739593439e-05,1e-05,0.07494999999999999,0.024983333333333333,-9.053446769714355,0.04060731083154678,0.6967329382896423
3599.0,0.018555132672190666,0.01845851168036461,0.01773335039615631,0.024172035977244377,0.0002771468716673553,0.0023702173493802547,0.0021984491031616926,6.501212192233652e-05,0.0042275297455489635,0.0001404119102517143,1.0762669262476265e-05,8.265836868304177e-07,0.02354252152144909,0.0008628348005004227,0.020309654995799065,0.026624394580721855,0.015035045333206654,0.001125782961025834,0.02000022865831852,0.0009485326008871198,-0.010778287425637245,0.002302076667547226,-0.004965181928128004,0.0017215239349752665,59999996.0,-0.004104203078895807,9.299475664759092e-05,1e-05,0.07995000000000001,0.026650000000000004,-9.069916725158691,0.04058209806680679,0.6807054877281189
3699.0,0.018523458391427994,0.018404897302389145,0.01760236546397209,0.02675103023648262,0.000219240493606776,0.0030830809846520424,0.002202005358412862,6.490769737865776e-05,0.005661373492330313,0.00012180840712971985,1.546000385133084e-05,7.817008622623689e-07,0.023546108976006508,0.0008305342053063214,0.020340733230113983,0.026717405766248703,0.014979504980146885,0.0010897372849285603,0.020012615248560905,0.000932618451770395,-0.009771902114152908,0.0008851122111082077,-0.005033111199736595,0.0016539066564291716,59999996.0,-0.003930496051907539,9.261133126157237e-05,1e-05,0.08495,0.02831666666666667,-9.063334465026855,0.04450485482811928,0.7316495776176453
3799.0,0.018257584422826767,0.018141958862543106,0.017298195511102676,0.028125425800681114,0.00025630975142121315,0.002704068087041378,0.0020567262545228004,6.573160499101505e-05,0.004806200508028269,0.00012188110122224316,6.368070899043232e-06,7.55123778617417e-07,0.02358367294073105,0.0008406609995290637,0.02073904499411583,0.025934450328350067,0.015010492876172066,0.0011013821931555867,0.020015735179185867,0.0009706959826871753,-0.009339060634374619,0.0014625638723373413,-0.0050052436999976635,0.0017073546769097447,59999996.0,-0.00362792843952775,9.221862584235546e-05,1e-05,0.08995,0.029983333333333334,-9.093132972717285,0.043367933481931686,0.6845718622207642
3899.0,0.018493009731173515,0.018381116911768913,0.017710378393530846,0.022357961162924767,0.00023424718528985977,0.00247981958091259,0.002014175523072481,6.551241676788777e-05,0.004370385315269232,0.00010982537060044706,2.0326267986092716e-05,7.527123102590849e-07,0.023592645302414894,0.000808971468359232,0.02071435935795307,0.02621115744113922,0.01499855611473322,0.0011227219365537167,0.020007353276014328,0.0009468222269788384,-0.009916750714182854,0.0016356557607650757,-0.005008794832974672,0.0017055413918569684,59999996.0,-0.003489458467811346,9.181673728412626e-05,1e-05,0.09494999999999999,0.031650000000000005,-9.09288501739502,0.04323713853955269,0.7025991082191467
3999.0,0.018209446221590042,0.018097270280122757,0.017208855599164963,0.029613837599754333,0.0002653014671523124,0.002244766801595688,0.002158952411264181,6.568878598045558e-05,0.003920030780136585,0.0001303416647715494,1.0134237527381629e-05,7.021198484835622e-07,0.023620322346687317,0.0008003536495380104,0.02028588205575943,0.0261191725730896,0.014997968450188637,0.001106163370423019,0.01998140849173069,0.0009428457706235349,-0.009631797671318054,0.0026718229055404663,-0.004983438644558191,0.001711142947897315,59999996.0,-0.003269889624789357,9.140576474687287e-05,1e-05,0.09995,0.03331666666666667,-9.100662231445312,0.04597903788089752,0.7025035619735718
4099.0,0.018250953406095505,0.01814669370651245,0.017312850803136826,0.02779475972056389,0.00020585783931892365,0.0020634238608181477,0.002047266811132431,6.52576272841543e-05,0.003935817629098892,0.00010868414392462,6.856008440081496e-06,6.740312414876826e-07,0.02362464740872383,0.000771540158893913,0.02064330130815506,0.02604229748249054,0.015006073750555515,0.0011161630973219872,0.020013120025396347,0.0009518531151115894,-0.009879937395453453,0.001774027943611145,-0.005007045343518257,0.0016534350579604506,59999996.0,-0.0030764585826545954,9.098580963191933e-05,1e-05,0.10495,0.03498333333333333,-9.112436294555664,0.04742791876196861,0.7055288553237915
4199.0,0.01768060401082039,0.01758388616144657,0.01680898293852806,0.025830086320638657,0.00022033943969290704,0.0017077603843063116,0.0018869191408157349,6.535666034324095e-05,0.003203747561201453,0.00014190135698299855,6.352069249260239e-06,6.309231821433059e-07,0.02365950495004654,0.0007894574664533138,0.021121570840477943,0.02597086690366268,0.015005046501755714,0.0011642554309219122,0.019995734095573425,0.0009062860626727343,-0.010367774404585361,0.0020624306052923203,-0.004990687128156424,0.0017109239706769586,59999996.0,-0.002963973907753825,9.055697555690627e-05,1e-05,0.10994999999999999,0.03665,-9.120166778564453,0.05055604875087738,0.6545010805130005
4299.0,0.018331583589315414,0.018229523673653603,0.017520416527986526,0.023636920377612114,0.00021260103676468134,0.0017733847489580512,0.0018902107840403914,6.561906775459647e-05,0.003528222441673279,8.077798702288419e-05,8.256392902694643e-06,6.110640811129997e-07,0.023672766983509064,0.0007524323300458491,0.02079610340297222,0.02597176842391491,0.015033266507089138,0.0011333961738273501,0.01999843306839466,0.0009301877580583096,-0.009549422189593315,0.002286294475197792,-0.004965166095644236,0.001700707129202783,59999996.0,-0.003033461282029748,9.011936833022505e-05,1e-05,0.11495,0.038316666666666666,-9.114611625671387,0.053696438670158386,0.7842144966125488
