step,L_total,L_data,L_position,L_velocity,L_rsf,L_state,L_smooth,L_friction_reg,L_V_temporal,L_boundary_V,L_ab_prior,L_dc_prior,Dc_mean,Dc_std,Dc_min,Dc_max,a_mean,a_std,b_mean,b_std,a_minus_b_min,a_minus_b_max,a_minus_b_mean,a_minus_b_std,tau_0_mean,tau_dot_mean,lr,w_rsf,w_state,V_log10_mean,V_log10_std,slip_max
999.0,0.018295925110578537,0.018250199034810066,0.01735379546880722,0.02988012507557869,0.018865950405597687,1.8442363739013672,0.0013254254590719938,7.079704664647579e-05,0.04002618044614792,6.527945515699685e-05,4.981306574336486e-06,8.405388143728487e-06,0.019968604668974876,0.0014365635579451919,0.01699758879840374,0.025695860385894775,0.01500746887177229,0.0011833347380161285,0.019999252632260323,0.000910160772036761,-0.010799133218824863,9.250827133655548e-05,-0.004991787485778332,0.001255634124390781,59999996.0,0.09999999403953552,9.944597532678134e-05,0.0,0.0,-9.029335021972656,0.09000986814498901,0.16240079700946808
1099.0,0.019452281296253204,0.019405193626880646,0.018495263531804085,0.030330991372466087,0.013567985966801643,1.8328373432159424,0.0011789016425609589,7.072623702697456e-05,0.04148828238248825,8.244666969403625e-05,1.6487979337398428e-06,2.4454661797790322e-06,0.02004161663353443,0.0014679419109597802,0.016857661306858063,0.025561098009347916,0.015005959197878838,0.0011870410526171327,0.01999342069029808,0.0008902961853891611,-0.009756998158991337,-0.00037626735866069794,-0.004987460561096668,0.0012628568802028894,59999996.0,0.09999999403953552,9.932991967696495e-05,0.0,0.0,-9.063597679138184,0.06225321814417839,0.19723744690418243
1199.0,0.018740713596343994,0.01869986578822136,0.017907913774251938,0.026398396119475365,0.011496348306536674,1.819960594177246,0.0011383843375369906,7.029680273262784e-05,0.035483863204717636,5.003613114240579e-05,6.509859304060228e-06,8.085604349616915e-06,0.01998981088399887,0.0014234058326110244,0.016646036878228188,0.025562912225723267,0.014990109950304031,0.0011938014067709446,0.02001045271754265,0.0009064768673852086,-0.01069768238812685,-0.0011323671787977219,-0.005020341835916042,0.0012506572529673576,59999996.0,0.09999999403953552,9.92029262827912e-05,0.0,0.0,-9.055634498596191,0.07620150595903397,0.1493443101644516
1299.0,0.018051162362098694,0.01800294779241085,0.017002295702695847,0.03335506469011307,0.010120130144059658,1.8023818731307983,0.0010579887311905622,7.02938559697941e-05,0.04268321394920349,6.653105810983106e-05,1.2292619430809282e-05,4.776488822244573e-06,0.02001327835023403,0.0014142051804810762,0.0172507893294096,0.025713345035910606,0.014991610310971737,0.0012063124449923635,0.019978264346718788,0.0008816669578664005,-0.009645240381360054,-5.956925451755524e-05,-0.004986654967069626,0.001273815636523068,59999996.0,0.09999999403953552,9.906502647797964e-05,0.0,0.0,-9.095282554626465,0.05559178441762924,0.23824095726013184
1399.0,0.019514748826622963,0.019471924751996994,0.018688317388296127,0.026120226830244064,0.006014333106577396,1.7687039375305176,0.000971857167314738,6.93769397912547e-05,0.03795791417360306,2.6080180759890936e-05,5.941055860603228e-06,4.677181095757987e-06,0.019974835216999054,0.0014176075346767902,0.017169879749417305,0.02592848241329193,0.015005482360720634,0.0012470022775232792,0.020010564476251602,0.000913788506295532,-0.009632233530282974,5.200877785682678e-05,-0.005005081184208393,0.0013953913003206253,59999996.0,0.09999999403953552,9.891625428724375e-05,0.0,0.0,-9.092302322387695,0.06330717355012894,0.18342269957065582
1499.0,0.018367644399404526,0.018336564302444458,0.017637217417359352,0.023311560973525047,0.014521211385726929,1.7508196830749512,0.0009402856230735779,6.923908222233877e-05,0.026498083025217056,4.782105406775372e-06,5.752079232479446e-06,1.4202739748725435e-06,0.020022336393594742,0.0014178418787196279,0.016706982627511024,0.025571459904313087,0.014991930685937405,0.0012662053341045976,0.019975420087575912,0.0009102448238991201,-0.011936359107494354,0.00017721205949783325,-0.004983489867299795,0.0013900130288675427,59999996.0,0.09999999403953552,9.87566464178955e-05,0.0,0.0,-9.097715377807617,0.06074664741754532,0.19601768255233765
1599.0,0.018080808222293854,0.018042530864477158,0.01728491485118866,0.025253891944885254,0.01614508032798767,1.7425975799560547,0.0008730562403798103,6.850318459328264e-05,0.033479657024145126,1.9864808564307168e-05,9.49063542066142e-06,1.0897565516643226e-05,0.019996710121631622,0.0013747576158493757,0.01691475138068199,0.025848999619483948,0.015011136420071125,0.0012812145287171006,0.02003938890993595,0.0009067395003512502,-0.010192720219492912,5.374103784561157e-05,-0.005028254352509975,0.0014371303841471672,59999996.0,0.09999999403953552,9.858624225078837e-05,0.0,0.0,-9.11455249786377,0.05211873725056648,0.22281087934970856
1699.0,0.018743637949228287,0.01870553568005562,0.01792757399380207,0.02593206614255905,0.010114663280546665,1.7226698398590088,0.0008339880732819438,6.722939724568278e-05,0.03361677750945091,9.200921340379864e-06,5.4906086006667465e-06,8.798348062555306e-06,0.01999717392027378,0.0014065740397199988,0.01692928373813629,0.026631945744156837,0.015034978277981281,0.0012951974058523774,0.01999529078602791,0.0008923680288717151,-0.011958172544836998,5.4739415645599365e-05,-0.004960313439369202,0.0014676679857075214,59999996.0,0.09999999403953552,9.840508383060083e-05,0.0,0.0,-9.136152267456055,0.05275937542319298,0.24342107772827148
1799.0,0.01865246519446373,0.01862652227282524,0.017827117815613747,0.026646791025996208,0.020013678818941116,1.6977221965789795,0.0008302757050842047,6.653375749010593e-05,0.02162366360425949,1.987166342587443e-07,6.9606644501618575e-06,2.1128671505721286e-06,0.02002919651567936,0.0013994722394272685,0.01708235964179039,0.025287022814154625,0.014971737749874592,0.0013697287067770958,0.020006634294986725,0.0008822263916954398,-0.011054853908717632,9.325332939624786e-05,-0.005034896545112133,0.0015739239752292633,59999996.0,0.09999999403953552,9.821321585546243e-05,0.0,0.0,-9.131689071655273,0.053290706127882004,0.2010955959558487
1899.0,0.018640480935573578,0.018605001270771027,0.01788562908768654,0.0239790678024292,0.015339560806751251,1.6873987913131714,0.0007716831751167774,6.524041236843914e-05,0.031237436458468437,4.4737944335793145e-06,6.414807103283238e-06,3.701073637785157e-06,0.019973553717136383,0.0013672476634383202,0.01672482118010521,0.025911996141076088,0.01495683565735817,0.001403600093908608,0.020021719858050346,0.000925067812204361,-0.011263811960816383,0.00020762905478477478,-0.005064881406724453,0.001676609623245895,59999996.0,0.09999999403953552,9.80106856659248e-05,0.0,0.0,-9.143204689025879,0.05361057072877884,0.22419773042201996
1999.0,0.018556904047727585,0.01853037439286709,0.017797961831092834,0.02441377006471157,0.014669660478830338,1.6614598035812378,0.0007080250652506948,6.376258534146473e-05,0.022393597289919853,4.778131597049651e-07,1.144640555139631e-05,5.081155336483789e-07,0.019954655319452286,0.0013408587547019124,0.01667046546936035,0.02656117081642151,0.014990443363785744,0.001433967612683773,0.019983656704425812,0.000942247686907649,-0.010835089720785618,0.00046343356370925903,-0.004993211477994919,0.0017645522020757198,59999996.0,0.09999999403953552,9.779754323328192e-05,0.0,0.0,-9.151439666748047,0.05661569535732269,0.20173753798007965
2099.0,0.01961551420390606,0.01779673807322979,0.017072975635528564,0.024125412106513977,0.02178528904914856,1.0180351734161377,0.0006949211237952113,6.219869828782976e-05,0.027057340368628502,3.512195689836517e-07,1.312551466980949e-05,5.146261173649691e-06,0.020021364092826843,0.0014003211399540305,0.017039231956005096,0.025248121470212936,0.014999078586697578,0.0015637510223314166,0.020000705495476723,0.0009816181845963001,-0.011902757920324802,0.0008005052804946899,-0.005001627840101719,0.0019385183695703745,59999996.0,0.06211970001459122,9.757384114723954e-05,0.00495,0.0016500000000000002,-9.178165435791016,0.05611865967512131,0.19703321158885956
2199.0,0.0225276667624712,0.01905091479420662,0.01824670284986496,0.026807039976119995,0.010809116065502167,1.0028076171875,0.0006250657606869936,5.99174527451396e-05,0.0386575423181057,0.0,2.4704282623133622e-05,4.5066335587762296e-05,0.020076818764209747,0.0013271461939439178,0.0164044126868248,0.026177527382969856,0.015061335638165474,0.0015986792277544737,0.01995399221777916,0.0009709677542559803,-0.011717433109879494,0.0009275674819946289,-0.00489265751093626,0.0019995684269815683,59999996.0,0.029269151389598846,9.733963460294007e-05,0.009949999999999999,0.0033166666666666665,-9.331720352172852,0.07924945652484894,0.223383367061615
2299.0,0.024069175124168396,0.018627047538757324,0.017952829599380493,0.022473935037851334,0.015913110226392746,1.0061399936676025,0.0018021579599007964,5.648497608490288e-05,0.061506010591983795,0.012337421998381615,3.795118391280994e-05,2.951444685095339e-06,0.020030174404382706,0.0010406083893030882,0.01674257032573223,0.02505127526819706,0.015023668296635151,0.001607655081897974,0.019955266267061234,0.0012264354154467583,-0.011221352033317089,0.002026991918683052,-0.004931597970426083,0.0023850612342357635,59999996.0,0.004476938862353563,9.709498138734405e-05,0.01495,0.0049833333333333335,-8.770316123962402,0.09124729782342911,0.2733222246170044
2399.0,0.025575529783964157,0.018678488209843636,0.017896201461553574,0.02607620880007744,0.0062097907066345215,1.0097723007202148,0.0012441817671060562,5.51436169189401e-05,0.05162445455789566,0.00019084422092419118,4.694384188042022e-06,5.420533852884546e-05,0.020081017166376114,0.0010322544258087873,0.01712532714009285,0.024860231205821037,0.01500159502029419,0.0016324215102940798,0.0199869554489851,0.0012823219876736403,-0.012112519703805447,0.0022467635571956635,-0.004985359963029623,0.002497564535588026,59999996.0,-0.016655709594488144,9.683994186497132e-05,0.01995,0.0066500000000000005,-9.072103500366211,0.08555478602647781,0.16171783208847046
2499.0,0.01905190572142601,0.01814417913556099,0.0173400416970253,0.026804594323039055,0.0006381454295478761,0.05776657164096832,0.0017552380450069904,5.633378168568015e-05,0.0648258775472641,0.025097254663705826,0.003980058245360851,0.0011408724822103977,0.020325060933828354,0.002691721310839057,0.015367629937827587,0.028516191989183426,0.015522564761340618,0.0016859349561855197,0.02034207433462143,0.0011056489311158657,-0.011386711150407791,0.0015119817107915878,-0.004819509573280811,0.002323254942893982,59999996.0,-0.026404250413179398,9.657457896300796e-05,0.02495,0.008316666666666667,-8.532929420471191,0.07696402817964554,0.3213450014591217
2599.0,0.019492201507091522,0.01920456811785698,0.01854252628982067,0.022068053483963013,0.0002571389195509255,0.01979469135403633,0.0010894767474383116,5.832024180563167e-05,0.04520450532436371,0.003275278490036726,5.921339379710844e-06,2.3088581656338647e-05,0.02005273476243019,0.0025390242226421833,0.015256053768098354,0.027871794998645782,0.01502048410475254,0.0015151744009926915,0.020007461309432983,0.001194237731397152,-0.01127744372934103,0.0017115361988544464,-0.00498697767034173,0.0022621219977736473,59999996.0,-0.01982761174440384,9.629895815577929e-05,0.029949999999999997,0.009983333333333334,-9.061687469482422,0.0769498273730278,0.17352436482906342
2699.0,0.018928302451968193,0.01873587630689144,0.01786751113831997,0.028945524245500565,0.0001484298554714769,0.01318684034049511,0.0008854487678036094,5.8973600971512496e-05,0.02605745568871498,0.0003567516687326133,5.1703473218367435e-06,5.0446205932530575e-06,0.020029637962579727,0.002232514787465334,0.01532637607306242,0.026106394827365875,0.015031117014586926,0.0014439772348850965,0.019980205222964287,0.0011514887446537614,-0.011685468256473541,0.0011635944247245789,-0.004949089139699936,0.002178747672587633,59999996.0,-0.014358504675328732,9.601314744859518e-05,0.03495,0.01165,-9.217348098754883,0.06934037059545517,0.15844494104385376
2799.0,0.018946997821331024,0.018769076094031334,0.017867431044578552,0.030054811388254166,0.00017048609151970595,0.00988426711410284,0.0007816130528226495,5.9648125898092985e-05,0.0342215821146965,0.0001383761700708419,2.8562915304064518e-06,5.5660366342635825e-06,0.020030859857797623,0.0019967402331531048,0.015841344371438026,0.025204557925462723,0.014989374205470085,0.001377711072564125,0.02000160701572895,0.0011187538038939238,-0.011807270348072052,0.0013887807726860046,-0.005012232344597578,0.002108850749209523,59999996.0,-0.009844942949712276,9.571721736097102e-05,0.03994999999999999,0.013316666666666666,-9.157180786132812,0.0638728067278862,0.16857965290546417
2899.0,0.01869683340191841,0.018541982397437096,0.017815440893173218,0.024218067526817322,0.0001309677172685042,0.007782802917063236,0.0006994949071668088,5.981668800814077e-05,0.028227051720023155,3.470082447165623e-05,2.923189185821684e-06,2.7135301934322342e-06,0.020004844292998314,0.001807434600777924,0.015677619725465775,0.025136571377515793,0.014975108206272125,0.0013611032627522945,0.02000732161104679,0.0011114543303847313,-0.0107627147808671,0.001367347314953804,-0.005032215267419815,0.0021225586533546448,59999996.0,-0.0068377964198589325,9.541124090922784e-05,0.044950000000000004,0.014983333333333335,-9.116060256958008,0.05997716262936592,0.22715924680233002
2999.0,0.0187769066542387,0.018647607415914536,0.017841633409261703,0.026865815743803978,9.16130593395792e-05,0.0061013419181108475,0.0006587610114365816,5.945154407527298e-05,0.019314058125019073,6.6813017838285305e-06,3.5152847885910887e-06,5.210287781665102e-06,0.020004427060484886,0.0016640888061374426,0.01647827960550785,0.024590687826275826,0.015024739317595959,0.0013776434352621436,0.020015385001897812,0.0011115693487226963,-0.011291665956377983,0.001153692603111267,-0.0049906461499631405,0.002143237041309476,59999996.0,-0.004748966544866562,9.50952935884767e-05,0.04995,0.01665,-9.161380767822266,0.053350649774074554,0.18083547055721283
3099.0,0.018604224547743797,0.018475113436579704,0.017665863037109375,0.02697504311800003,8.971731585916132e-05,0.005460954271256924,0.00057874561753124,5.930744737270288e-05,0.02040243335068226,2.7822848096548114e-06,7.76122760726139e-06,2.6674770197132602e-06,0.01999588869512081,0.0015385992592200637,0.01650119386613369,0.025326460599899292,0.015013234689831734,0.0013891730923205614,0.020006587728857994,0.0011335472809150815,-0.011407890357077122,0.0027605853974819183,-0.004993352573364973,0.0021843519061803818,59999996.0,-0.0036221351474523544,9.476945335399136e-05,0.05495,0.01831666666666667,-9.135557174682617,0.05032242834568024,0.19575007259845734
3199.0,0.01909410022199154,0.01897238940000534,0.018194474279880524,0.02593049965798855,0.0001011878193821758,0.00494528841227293,0.0006313071353361011,5.867607978871092e-05,0.013140471652150154,2.4330638552783057e-06,3.947719505958958e-06,1.2892537597508635e-06,0.020001286640763283,0.0014280984178185463,0.017016276717185974,0.024148359894752502,0.015002088621258736,0.0013723592273890972,0.01999822072684765,0.0011393812019377947,-0.012178256176412106,0.0012292377650737762,-0.004996133036911488,0.0021946325432509184,59999996.0,-0.003128147916868329,9.443380060197401e-05,0.059949999999999996,0.019983333333333336,-9.170113563537598,0.04566963389515877,0.16359657049179077
3299.0,0.018963728100061417,0.018852632492780685,0.01812371425330639,0.024297285825014114,7.911500142654404e-05,0.004058206453919411,0.0005630797240883112,5.8210251154378057e-05,0.014542403630912304,8.888366664905334e-07,2.5586759875295684e-06,2.089920371872722e-06,0.02002101019024849,0.0013401508331298828,0.017083846032619476,0.024322431534528732,0.01502029225230217,0.001403452013619244,0.019988402724266052,0.0011550119379535317,-0.011779369786381721,0.002564758062362671,-0.00496811093762517,0.0022593310568481684,59999996.0,-0.0028969577979296446,9.40884181497188e-05,0.06495,0.021650000000000003,-9.217339515686035,0.046864669770002365,0.116547130048275
3399.0,0.018475640565156937,0.018358450382947922,0.017490990459918976,0.02891532890498638,0.000104124381323345,0.0039503853768110275,0.0005640157614834607,5.7482655392959714e-05,0.014238402247428894,2.2679014364257455e-06,4.010332304460462e-06,1.7981583368964493e-06,0.02000054158270359,0.0012324645649641752,0.017248332500457764,0.02390209399163723,0.015003419481217861,0.0014017648063600063,0.019970210269093513,0.0011302758939564228,-0.011799526400864124,0.000722195953130722,-0.004966793581843376,0.002249789657071233,59999996.0,-0.0028908478561788797,9.373339121517766e-05,0.06995,0.023316666666666666,-9.103156089782715,0.04817783832550049,0.24358399212360382
3499.0,0.01872226595878601,0.01863023452460766,0.017894335091114044,0.02452997677028179,6.355682853609324e-05,0.0029968800954520702,0.0004974092007614672,5.75651356484741e-05,0.008935227058827877,5.502189992512285e-08,3.549538405422936e-06,1.4508509593724739e-06,0.020008601248264313,0.0011598465498536825,0.017274223268032074,0.023546423763036728,0.0149885518476367,0.0014289608225226402,0.020026829093694687,0.0011730669066309929,-0.012545944191515446,0.0025520306080579758,-0.0050382767803967,0.002327047986909747,59999996.0,-0.0025078400503844023,9.336880739593439e-05,0.07494999999999999,0.024983333333333333,-9.121262550354004,0.043856002390384674,0.22051557898521423
3599.0,0.018360169604420662,0.01827199198305607,0.017457321286201477,0.027155689895153046,5.6201806728495285e-05,0.0026825140230357647,0.00047607251326553524,5.692771082976833e-05,0.008764654397964478,3.287063510271082e-09,4.9542441047378816e-06,1.1149134024890373e-06,0.020003782585263252,0.0010984271066263318,0.017470847815275192,0.023939328268170357,0.014997858554124832,0.001434974023140967,0.02000480331480503,0.001202609739266336,-0.011700169183313847,0.0017975959926843643,-0.005006946623325348,0.0023735282011330128,59999996.0,-0.0025600027292966843,9.299475664759092e-05,0.07995000000000001,0.026650000000000004,-9.190838813781738,0.03835276514291763,0.13904646039009094
3699.0,0.018478890880942345,0.01839767023921013,0.01759224757552147,0.02684744819998741,4.721165169030428e-05,0.0023676396813243628,0.00043889216613024473,5.618561044684611e-05,0.006771506275981665,0.0,6.6988286562263966e-06,1.3255546491564019e-06,0.02000868134200573,0.0010284287855029106,0.01747577264904976,0.02340484783053398,0.015015755780041218,0.0014627319760620594,0.01999465376138687,0.0012068339856341481,-0.012402939610183239,0.002305246889591217,-0.004978896118700504,0.0024202330969274044,59999996.0,-0.002428797772154212,9.261133126157237e-05,0.08495,0.02831666666666667,-9.137357711791992,0.03912531957030296,0.19749891757965088
3799.0,0.017781134694814682,0.01769845187664032,0.016980282962322235,0.02393895387649536,5.692489503417164e-05,0.0022432308178395033,0.000439099851064384,5.509963011718355e-05,0.006855568382889032,3.76279940539348e-09,1.1913578418898396e-05,1.2715699995169416e-06,0.020000416785478592,0.000959070457611233,0.017752910032868385,0.022960634902119637,0.015018298290669918,0.001530116074718535,0.01999874971807003,0.0012661557411774993,-0.012249425053596497,0.003206668421626091,-0.0049804518930613995,0.0025378516875207424,59999996.0,-0.0023841408547014,9.221862584235546e-05,0.08995,0.029983333333333334,-9.11220932006836,0.04274240508675575,0.23300909996032715
3899.0,0.01851818524301052,0.01843535713851452,0.017459720373153687,0.03252125531435013,5.7051729527302086e-05,0.002113432390615344,0.0004257530381437391,5.453555422718637e-05,0.007277078926563263,0.0,3.921223651559558e-06,1.381488573315437e-06,0.02000984363257885,0.0008984840824268758,0.01793725974857807,0.023212578147649765,0.01500474289059639,0.0015135330613702536,0.019992513582110405,0.0012739442754536867,-0.012038489803671837,0.0028146132826805115,-0.004987769760191441,0.00255929259583354,59999996.0,-0.002290878677740693,9.181673728412626e-05,0.09494999999999999,0.031650000000000005,-9.154563903808594,0.03534341976046562,0.20118458569049835
3999.0,0.01885611191391945,0.01877850480377674,0.01804712414741516,0.024379342794418335,4.968471694155596e-05,0.0019078943878412247,0.00037823186721652746,5.429004886536859e-05,0.005838482640683651,0.0,6.773104814783437e-06,9.76792762230616e-07,0.01999874971807003,0.0008748764521442354,0.017902633175253868,0.023083901032805443,0.014988861978054047,0.0015448632184416056,0.02001841925084591,0.0012749703601002693,-0.011561227962374687,0.0016209650784730911,-0.0050295572727918625,0.0025963527150452137,59999996.0,-0.002269354183226824,9.140576474687287e-05,0.09995,0.03331666666666667,-9.181888580322266,0.03261740133166313,0.14324325323104858
4099.0,0.01865694671869278,0.018567074090242386,0.017686976119875908,0.02933656983077526,8.039358363021165e-05,0.0020485371351242065,0.0004034079611301422,5.329605482984334e-05,0.006613241974264383,0.0,3.4977292671101168e-06,1.6342853541573277e-06,0.020014381036162376,0.0008161048172041774,0.01812659576535225,0.023010829463601112,0.01500384509563446,0.001593292341567576,0.01999329775571823,0.00133746606297791,-0.012760650366544724,0.0025677233934402466,-0.004989453591406345,0.00270491442643106,59999996.0,-0.002266645198687911,9.098580963191933e-05,0.10495,0.03498333333333333,-9.1450777053833,0.03573434799909592,0.23066842555999756
4199.0,0.018055150285363197,0.017964066937565804,0.017222177237272263,0.024729672819375992,8.053658530116081e-05,0.0019657008815556765,0.0003794606018345803,5.2809988119406626e-05,0.00710842851549387,6.972574601027404e-11,2.5891381483234e-06,3.019451355612546e-07,0.020006654784083366,0.0007792702526785433,0.018115485087037086,0.022727632895112038,0.015009713359177113,0.0016275246161967516,0.020024556666612625,0.0013773273676633835,-0.01332869939506054,0.0018032770603895187,-0.0050148437730968,0.002792526036500931,59999996.0,-0.002059670863673091,9.055697555690627e-05,0.10994999999999999,0.03665,-9.146855354309082,0.03465733304619789,0.21428972482681274
4299.0,0.017857925966382027,0.01776673085987568,0.017004510387778282,0.02540736459195614,7.155342609621584e-05,0.0018970845267176628,0.0003553333808667958,5.194947516429238e-05,0.007205048110336065,0.0,5.89105547987856e-06,3.2175262276723515e-07,0.019993722438812256,0.0007451364654116333,0.0183493010699749,0.022356821224093437,0.014986380003392696,0.0016430951654911041,0.019991258159279823,0.0013927505351603031,-0.013719378039240837,0.0035574380308389664,-0.005004876758903265,0.0028320876881480217,59999996.0,-0.001989391166716814,9.011936833022505e-05,0.11495,0.038316666666666666,-9.154763221740723,0.033037737011909485,0.20618705451488495
4399.0,0.018225546926259995,0.018141796812415123,0.01728685013949871,0.028498215600848198,6.584219227079302e-05,0.001673209830187261,0.00033642625203356147,5.1018108933931217e-05,0.005983919370919466,0.0,3.6179972084937617e-06,4.781854272550845e-07,0.020010409876704216,0.0007154485210776329,0.01852494291961193,0.022443387657403946,0.015008362010121346,0.001672418904490769,0.019982820376753807,0.0014315482694655657,-0.012873147614300251,0.0017650574445724487,-0.0049744583666324615,0.002895391546189785,59999996.0,-0.00189314188901335,8.967309592491068e-05,0.11994999999999999,0.039983333333333336,-9.149741172790527,0.034443605691194534,0.23281864821910858
