step,L_total,L_data,L_position,L_velocity,L_rsf,L_state,L_smooth,L_friction_reg,L_V_temporal,L_boundary_V,L_ab_prior,a_mean,a_std,b_mean,b_std,a_minus_b_min,a_minus_b_max,a_minus_b_mean,a_minus_b_std,tau_0_mean,tau_dot_mean,lr,w_rsf,w_state,V_log10_mean,V_log10_std,slip_max
999.0,0.01888556405901909,0.01883143186569214,0.018061157315969467,0.025675814598798752,0.01790042035281658,1.383592128753662,0.0010832783300429583,5.655920540448278e-05,0.04856361821293831,0.0001485678367316723,8.54570225783391e-06,0.014989924617111683,0.0010231126798316836,0.02003387361764908,0.0016756956465542316,-0.011416086927056313,0.002813739702105522,-0.0050439476035535336,0.002449329011142254,59999996.0,0.09999999403953552,9.944597532678134e-05,0.0,0.0,-9.056159019470215,0.06283167749643326,0.21142688393592834
1099.0,0.018845777958631516,0.018790684640407562,0.01807408779859543,0.023886552080512047,0.013369007036089897,1.3844201564788818,0.0010812488617375493,5.541426799027249e-05,0.04971067234873772,0.00014189351350069046,5.628582130157156e-06,0.015007872134447098,0.0010416248114779592,0.020026806741952896,0.0016816662391647696,-0.012156089767813683,0.002388516440987587,-0.005018935073167086,0.0024760595988482237,59999996.0,0.09999999403953552,9.932991967696495e-05,0.0,0.0,-9.055976867675781,0.06797429919242859,0.18467393517494202
1199.0,0.01892644166946411,0.018882136791944504,0.018208466470241547,0.022455647587776184,0.009909815154969692,1.3835716247558594,0.001022898475639522,5.3365365602076054e-05,0.039414431899785995,8.707353117642924e-05,1.649886507948395e-05,0.014986414462327957,0.001059722970239818,0.02000463381409645,0.0017290450632572174,-0.012207449413836002,0.0026566442102193832,-0.005018218420445919,0.002541583264246583,59999996.0,0.09999999403953552,9.92029262827912e-05,0.0,0.0,-9.07197380065918,0.05784010514616966,0.22766932845115662
1299.0,0.01826130598783493,0.018218958750367165,0.017533976584672928,0.0228327177464962,0.013923040591180325,1.3727021217346191,0.0009584113722667098,5.274433351587504e-05,0.03799501433968544,6.158555333968252e-05,6.967407443880802e-06,0.014999528415501118,0.0011715460568666458,0.020005367696285248,0.001832357607781887,-0.013357638381421566,0.0028296858072280884,-0.00500583928078413,0.002779351780191064,59999996.0,0.09999999403953552,9.906502647797964e-05,0.0,0.0,-9.068178176879883,0.06847481429576874,0.16839349269866943
1399.0,0.018521621823310852,0.018483608961105347,0.017824897542595863,0.0219570305198431,0.016486044973134995,1.3556545972824097,0.0009385467856191099,5.154441896593198e-05,0.034191686660051346,2.3319702449953184e-05,3.5583639146352652e-06,0.01500746700912714,0.0012554815039038658,0.020009726285934448,0.001904932432807982,-0.012638458982110023,0.004180386662483215,-0.005002258811146021,0.0029486268758773804,59999996.0,0.09999999403953552,9.891625428724375e-05,0.0,0.0,-9.093274116516113,0.05350779742002487,0.21810883283615112
1499.0,0.01833615079522133,0.01830102875828743,0.017315613105893135,0.03284716606140137,0.014470016583800316,1.3587720394134521,0.0009183054207824171,4.981715028407052e-05,0.03135698661208153,2.169338404200971e-05,7.017695224931231e-06,0.014989848248660564,0.0013138079084455967,0.020002523437142372,0.002005626680329442,-0.012972472235560417,0.004550233483314514,-0.005012675654143095,0.0031159899663180113,59999996.0,0.09999999403953552,9.87566464178955e-05,0.0,0.0,-9.091760635375977,0.05241046100854874,0.2217661589384079
1599.0,0.01850363053381443,0.01846926286816597,0.017604950815439224,0.02881038747727871,0.021831315010786057,1.350293517112732,0.0009114876738749444,4.9211274017579854e-05,0.030486656352877617,1.635593616811093e-05,1.7297439626418054e-05,0.014974421821534634,0.0013541184598580003,0.020039496943354607,0.002092015231028199,-0.013508870266377926,0.003983222879469395,-0.005065075121819973,0.0032433264423161745,59999996.0,0.09999999403953552,9.858624225078837e-05,0.0,0.0,-9.100831031799316,0.049857474863529205,0.23781077563762665
1699.0,0.01874578557908535,0.018710117787122726,0.017958989366889,0.025037601590156555,0.028004761785268784,1.3394982814788818,0.0008705735672265291,4.654537042370066e-05,0.032057877629995346,1.9221321053919382e-05,1.109189361159224e-05,0.014980103820562363,0.0014640250010415912,0.019994353875517845,0.002155666472390294,-0.012725774198770523,0.005548924207687378,-0.0050142500549554825,0.0034236398059874773,59999996.0,0.09999999403953552,9.840508383060083e-05,0.0,0.0,-9.099483489990234,0.05588240548968315,0.18575572967529297
1799.0,0.018401596695184708,0.01836659014225006,0.01755717769265175,0.0269804447889328,0.01381630264222622,1.3460900783538818,0.0008598632994107902,4.535590414889157e-05,0.031570907682180405,1.1378294402675238e-05,9.592637070454657e-06,0.015023772604763508,0.0014956222148612142,0.019970621913671494,0.002230678452178836,-0.013840951956808567,0.005259869620203972,-0.004946848843246698,0.003532704897224903,59999996.0,0.09999999403953552,9.821321585546243e-05,0.0,0.0,-9.103086471557617,0.0594833567738533,0.17724265158176422
1899.0,0.018542062491178513,0.01850959099829197,0.017444293946027756,0.03550988435745239,0.01476614736020565,1.3415831327438354,0.0008062255801633,4.4178283133078367e-05,0.028943797573447227,1.1516371159814298e-05,1.988065559999086e-05,0.014942346140742302,0.0015797108644619584,0.020041150972247124,0.0023140155244618654,-0.014405348338186741,0.0053135063499212265,-0.005098805762827396,0.0037065637297928333,59999996.0,0.09999999403953552,9.80106856659248e-05,0.0,0.0,-9.080009460449219,0.0803459882736206,0.13586491346359253
1999.0,0.01875176653265953,0.018723711371421814,0.01779172196984291,0.031066328287124634,0.020659996196627617,1.3284912109375,0.0008062788983806968,4.135197013965808e-05,0.024474972859025,1.700699044704379e-06,3.4438708098605275e-05,0.015039822086691856,0.001711437595076859,0.01995779760181904,0.0024315437767654657,-0.014280722476541996,0.005879059433937073,-0.004917976446449757,0.003954751417040825,59999996.0,0.09999999403953552,9.779754323328192e-05,0.0,0.0,-9.131555557250977,0.04980843886733055,0.238103985786438
2099.0,0.01996334083378315,0.018180720508098602,0.017391080036759377,0.02632136642932892,0.015181487426161766,1.0127897262573242,0.0007843207567930222,4.080610233359039e-05,0.03319559618830681,5.5268928917939775e-06,1.4607356206397526e-05,0.014999303966760635,0.0017627888591960073,0.019969776272773743,0.0025076791644096375,-0.013744024559855461,0.005986306816339493,-0.004970473702996969,0.004083042498677969,59999996.0,0.061753347516059875,9.757384114723954e-05,0.00495,0.0016500000000000002,-9.129846572875977,0.06580976396799088,0.15926815569400787
2199.0,0.0209683608263731,0.018717914819717407,0.017908625304698944,0.026976298540830612,0.005198054481297731,0.551883339881897,0.0006403945153579116,4.256855390849523e-05,0.36539945006370544,0.0,7.163487225625431e-06,0.014977360144257545,0.0016180617967620492,0.019999662414193153,0.0023495862260460854,-0.012837577611207962,0.005716358311474323,-0.005022300407290459,0.0037953124847263098,59999996.0,0.031917572021484375,9.733963460294007e-05,0.009949999999999999,0.0033166666666666665,-9.793756484985352,0.23021087050437927,0.19777247309684753
2299.0,0.018914587795734406,0.018589697778224945,0.01792069524526596,0.022300105541944504,0.0006329861935228109,0.028681909665465355,0.0010688485344871879,5.9233963838778436e-05,0.053048502653837204,0.01152648963034153,7.614925834786845e-06,0.01501878909766674,0.0010837942827492952,0.019959328696131706,0.0011890382738783956,-0.010777824558317661,0.002774592489004135,-0.004940540995448828,0.002120514865964651,59999996.0,0.01823013462126255,9.709498138734405e-05,0.01495,0.0049833333333333335,-8.995877265930176,0.03746901452541351,0.11772579699754715
2399.0,0.01898987405002117,0.01889794133603573,0.018225999549031258,0.022398052737116814,0.0003051420208066702,0.009204435162246227,0.0008177240379154682,5.860028613824397e-05,0.01726570725440979,0.00035277463030070066,4.778322363563348e-06,0.015017787925899029,0.0012701114173978567,0.019966891035437584,0.0011428617872297764,-0.010775580070912838,0.004643278196454048,-0.004949103109538555,0.002236174186691642,59999996.0,0.008613361045718193,9.683994186497132e-05,0.01995,0.0066500000000000005,-8.95889663696289,0.05298040434718132,0.27201536297798157
2499.0,0.018791016191244125,0.018686484545469284,0.017883650958538055,0.026761125773191452,0.00016269873594865203,0.009135076776146889,0.0007891450077295303,5.690981924999505e-05,0.019278518855571747,0.0001472424773965031,5.6002259043452796e-06,0.015001412481069565,0.001421152614057064,0.020011184737086296,0.0011537340469658375,-0.011381602846086025,0.0038542672991752625,-0.005009772721678019,0.002377570141106844,59999996.0,0.002255696803331375,9.657457896300796e-05,0.02495,0.008316666666666667,-9.105772972106934,0.03442858159542084,0.1446075439453125
2599.0,0.01844722032546997,0.01835170015692711,0.01760200411081314,0.024989839643239975,0.00010948403360089287,0.007206568494439125,0.0007180633256211877,5.544355371966958e-05,0.016177138313651085,3.104392089881003e-05,1.5903158782748505e-05,0.015034555457532406,0.0015531075187027454,0.020018210634589195,0.0012113972334191203,-0.012701882049441338,0.004111310467123985,-0.004983654711395502,0.0025552252773195505,59999996.0,-0.0015183830400928855,9.629895815577929e-05,0.029949999999999997,0.009983333333333334,-9.066102027893066,0.040625542402267456,0.19522172212600708
2699.0,0.018082553520798683,0.017977716401219368,0.017153672873973846,0.027468115091323853,0.00011236233694944531,0.0070173898711800575,0.0007107232231646776,5.3198469686321914e-05,0.015441677533090115,2.253033744636923e-05,5.966429853287991e-06,0.014995572157204151,0.0016089382115751505,0.01999017596244812,0.0012738363584503531,-0.012071257457137108,0.004845414310693741,-0.004994604736566544,0.002698480850085616,59999996.0,-0.003260990371927619,9.601314744859518e-05,0.03495,0.01165,-9.057111740112305,0.04156588762998581,0.21815349161624908
2799.0,0.019186919555068016,0.01910109631717205,0.018223023042082787,0.029269104823470116,8.696378790773451e-05,0.004930962808430195,0.0006126677617430687,5.202670217840932e-05,0.013136143796145916,4.7850076043687295e-06,1.4330760677694343e-05,0.014975914731621742,0.001636934233829379,0.019996032118797302,0.0014010623563081026,-0.011563618667423725,0.003987779840826988,-0.00502011738717556,0.00286910985596478,59999996.0,-0.003885696642100811,9.571721736097102e-05,0.03994999999999999,0.013316666666666666,-9.10981559753418,0.03338777646422386,0.15884961187839508
2899.0,0.018242057412862778,0.018162310123443604,0.017432918772101402,0.024313073605298996,6.35756368865259e-05,0.004289967007935047,0.0005827317945659161,4.94797968713101e-05,0.00928729958832264,6.874236078147078e-07,1.3043078070040792e-05,0.015015056356787682,0.0017034979537129402,0.019928762689232826,0.0014750977279618382,-0.01166938990354538,0.0049737729132175446,-0.004913706332445145,0.0030284912791103125,59999996.0,-0.0037763966247439384,9.541124090922784e-05,0.044950000000000004,0.014983333333333335,-9.070228576660156,0.03678051754832268,0.23164552450180054
2999.0,0.01864686794579029,0.018542185425758362,0.01784384623169899,0.023277973756194115,9.892036905512214e-05,0.005113983992487192,0.0005901258555240929,4.877379979006946e-05,0.011399587616324425,3.289983169452171e-06,6.604031568713253e-06,0.014977708458900452,0.001705910894088447,0.0200178399682045,0.0016049029072746634,-0.013495055958628654,0.0051870886236429214,-0.005040132440626621,0.003173090983182192,59999996.0,-0.0037141013890504837,9.50952935884767e-05,0.04995,0.01665,-9.11040210723877,0.03352188318967819,0.1679380238056183
3099.0,0.018331415951251984,0.018252242356538773,0.017527181655168533,0.02416868507862091,6.092631520004943e-05,0.003523972351104021,0.0005356860347092152,4.6689681767020375e-05,0.008097958751022816,2.2932024279498364e-08,1.543884354759939e-05,0.015009922906756401,0.0017463702242821455,0.019976388663053513,0.0017055995995178819,-0.01305916253477335,0.00620985496789217,-0.004966466221958399,0.003324660239741206,59999996.0,-0.003775842720642686,9.476945335399136e-05,0.05495,0.01831666666666667,-9.070673942565918,0.0394747368991375,0.24186217784881592
3199.0,0.01909591630101204,0.018993336707353592,0.01817837730050087,0.02716534212231636,9.857334953267127e-05,0.004133646376430988,0.0004901798674836755,4.529633588390425e-05,0.010949977673590183,2.688294387098722e-07,1.7878304788609967e-05,0.015063617378473282,0.0018144446657970548,0.019943010061979294,0.001806729706004262,-0.013288089074194431,0.006518485024571419,-0.004879393149167299,0.0035038830246776342,59999996.0,-0.0034961483906954527,9.443380060197401e-05,0.059949999999999996,0.019983333333333336,-9.086200714111328,0.036831583827733994,0.22149746119976044
3299.0,0.018398292362689972,0.01830390654504299,0.017455633729696274,0.028275741264224052,8.197570423362777e-05,0.0035731717944145203,0.00047582306433469057,4.4554319174494594e-05,0.00879756361246109,1.6338987052222365e-07,1.009172683552606e-05,0.015027119778096676,0.0018105111084878445,0.020000405609607697,0.001868101884610951,-0.012697188183665276,0.006802881136536598,-0.004973287228494883,0.0035636480897665024,59999996.0,-0.00331478170119226,9.40884181497188e-05,0.06495,0.021650000000000003,-9.15373420715332,0.025785451754927635,0.13322333991527557
3399.0,0.01926787942647934,0.01918042078614235,0.018309030681848526,0.029046330600976944,7.78895482653752e-05,0.0030499412678182125,0.00043493614066392183,4.332289972808212e-05,0.00806273054331541,7.800966272952792e-08,1.1587839253479615e-05,0.015028429217636585,0.0018553017871454358,0.01999681442975998,0.001954837469384074,-0.013307361863553524,0.007188411429524422,-0.004968386609107256,0.0037018752191215754,59999996.0,-0.003442376386374235,9.373339121517766e-05,0.06995,0.023316666666666666,-9.155661582946777,0.02482391707599163,0.13765408098697662
3499.0,0.018353065475821495,0.01825275458395481,0.017497316002845764,0.025181274861097336,8.292393613373861e-05,0.0033074335660785437,0.0004271553480066359,4.293915844755247e-05,0.008742013014853,6.962422105516453e-08,7.484891284548212e-06,0.0149973900988698,0.0018505933694541454,0.019986281171441078,0.00201756926253438,-0.012795010581612587,0.00795875582844019,-0.004988891072571278,0.0037729954347014427,59999996.0,-0.0031393985264003277,9.336880739593439e-05,0.07494999999999999,0.024983333333333333,-9.12287712097168,0.028567945584654808,0.20766527950763702
3599.0,0.019182590767741203,0.01909562200307846,0.01833881065249443,0.025227069854736328,7.221084524644539e-05,0.002668666420504451,0.0004025404923595488,4.170264219283126e-05,0.007241306360810995,2.298999879357666e-09,1.7395912436768413e-05,0.015018663369119167,0.0019287954783067107,0.01997430808842182,0.002112609799951315,-0.013320119120180607,0.00792904756963253,-0.004955644719302654,0.00394845986738801,59999996.0,-0.002839980646967888,9.299475664759092e-05,0.07995000000000001,0.026650000000000004,-9.160154342651367,0.024066168814897537,0.13787466287612915
3699.0,0.01837749034166336,0.018270445987582207,0.01757149212062359,0.023298442363739014,9.208879055222496e-05,0.003127015894278884,0.00037650763988494873,4.161677134106867e-05,0.008033068850636482,0.0,9.175637387670577e-06,0.015010022558271885,0.001955413958057761,0.019975649192929268,0.0021811029873788357,-0.013600052334368229,0.008588210679590702,-0.00496562710031867,0.004048011731356382,59999996.0,-0.0028115243185311556,9.261133126157237e-05,0.08495,0.02831666666666667,-9.167072296142578,0.02334781549870968,0.12945522367954254
3799.0,0.018581826239824295,0.01849951595067978,0.017778756096959114,0.024025309830904007,6.508024671347812e-05,0.0022697532549500465,0.00035630009369924664,4.1343570046592504e-05,0.005651687737554312,0.0,1.630134465813171e-05,0.014989432878792286,0.0019742678850889206,0.02001187577843666,0.0022228264715522528,-0.013200203888118267,0.008477315306663513,-0.005022441502660513,0.004110812675207853,59999996.0,-0.0027817566879093647,9.221862584235546e-05,0.08995,0.029983333333333334,-9.160731315612793,0.02369317039847374,0.16559021174907684
3899.0,0.018885992467403412,0.018821895122528076,0.017942480742931366,0.02931380644440651,4.6925939386710525e-05,0.0016641682013869286,0.00033099515712819993,3.989016840932891e-05,0.004457617644220591,0.0,9.3992621259531e-06,0.014983873814344406,0.001984989969059825,0.02002405747771263,0.0022451544646173716,-0.012640479952096939,0.0077148377895355225,-0.005040183197706938,0.004150786437094212,59999996.0,-0.0026134734507650137,9.181673728412626e-05,0.09494999999999999,0.031650000000000005,-9.180636405944824,0.020750846713781357,0.12446194142103195
3999.0,0.018575316295027733,0.01849440485239029,0.017704712226986885,0.02632307820022106,6.186819518916309e-05,0.0020034911576658487,0.00032585285953246057,3.96947143599391e-05,0.005394788458943367,0.0,1.3623072845803108e-05,0.014979042112827301,0.002015557372942567,0.0200207456946373,0.0023202141746878624,-0.013893797993659973,0.010640313848853111,-0.005041705444455147,0.00425305962562561,59999996.0,-0.0022611753083765507,9.140576474687287e-05,0.09995,0.03331666666666667,-9.174684524536133,0.022493351250886917,0.15722477436065674
4099.0,0.018383821472525597,0.018296528607606888,0.017592985183000565,0.02345142886042595,6.546009535668418e-05,0.0020705522038042545,0.00031320922425948083,3.865555481752381e-05,0.0056848167441785336,0.0,2.8560416467371397e-06,0.014977756887674332,0.00204468728043139,0.020001135766506195,0.0024052364751696587,-0.013806070201098919,0.009713704697787762,-0.0050233774818480015,0.0043760910630226135,59999996.0,-0.002650200854986906,9.098580963191933e-05,0.10495,0.03498333333333333,-9.162347793579102,0.02514726296067238,0.20197774469852448
4199.0,0.01876932568848133,0.01869523897767067,0.017930619418621063,0.02548728883266449,5.684431380359456e-05,0.001670452649705112,0.0003064039337914437,3.801784623647109e-05,0.004323399625718594,0.0,4.316812919569202e-06,0.01500023901462555,0.0020811152644455433,0.0200143214315176,0.002424791222438216,-0.01328548789024353,0.009199176914989948,-0.0050140805542469025,0.004432923626154661,59999996.0,-0.002405049977824092,9.055697555690627e-05,0.10994999999999999,0.03665,-9.165942192077637,0.026698311790823936,0.20152941346168518
4299.0,0.018450528383255005,0.01838008500635624,0.017497606575489044,0.029415931552648544,5.4318323236657307e-05,0.0015110408421605825,0.0002797326887957752,3.749023744603619e-05,0.004045453853905201,0.0,5.1268298193463124e-06,0.014997129328548908,0.0020821562502533197,0.02000853419303894,0.0024669610429555178,-0.013496940955519676,0.009268038906157017,-0.005011408124119043,0.004481098148971796,59999996.0,-0.0021387969609349966,9.011936833022505e-05,0.11495,0.038316666666666666,-9.2029447555542,0.01951274648308754,0.10856406390666962
4399.0,0.01916602998971939,0.019082484766840935,0.018365809693932533,0.023889169096946716,5.958282417850569e-05,0.0017392461886629462,0.0002671494148671627,3.730492608156055e-05,0.004543133545666933,0.0,9.223838787875138e-06,0.015026398003101349,0.002160034142434597,0.01999814622104168,0.002495554042980075,-0.013269860297441483,0.00969704706221819,-0.0049717482179403305,0.004589213989675045,59999996.0,-0.002090635010972619,8.967309592491068e-05,0.11994999999999999,0.039983333333333336,-9.199732780456543,0.020036911591887474,0.14339908957481384
4499.0,0.018786119297146797,0.018718061968684196,0.017858970910310745,0.028636351227760315,4.535929110716097e-05,0.0013474232982844114,0.0002557944389991462,3.617222319007851e-05,0.0037332535721361637,0.0,2.364798274356872e-05,0.015019730664789677,0.0021789816673845053,0.019959324970841408,0.0025688677560538054,-0.013636050745844841,0.008169242180883884,-0.00493959616869688,0.004688997752964497,59999996.0,-0.00216235825791955,8.921826845200169e-05,0.12494999999999999,0.04165,-9.2067289352417,0.019102435559034348,0.1299525797367096
4599.0,0.01848640851676464,0.018410956487059593,0.0176963210105896,0.023821203038096428,5.914573193877004e-05,0.0014255325077101588,0.0002442518889438361,3.6441550037125126e-05,0.003797451499849558,0.0,7.738955901004374e-06,0.015038907527923584,0.002190016210079193,0.01997976005077362,0.00256956834346056,-0.014339148066937923,0.009797285310924053,-0.004940851591527462,0.004692989867180586,59999996.0,-0.0019779878202825785,8.875499813337086e-05,0.12994999999999998,0.04331666666666667,-9.21311092376709,0.018630845472216606,0.1276213824748993
4699.0,0.018587246537208557,0.01851889304816723,0.017816001549363136,0.023429688066244125,4.901320789940655e-05,0.0012473349925130606,0.000238770546275191,3.579544136300683e-05,0.003331619082018733,0.0,1.3460376067087054e-05,0.015017330646514893,0.002191293751820922,0.019975315779447556,0.002596066566184163,-0.013791017234325409,0.009567230939865112,-0.004957984201610088,0.004726836457848549,59999996.0,-0.001968584256246686,8.828339927403761e-05,0.13495,0.044983333333333334,-9.19764232635498,0.02624337375164032,0.20207446813583374
4799.0,0.0183411817997694,0.018278324976563454,0.01762372814118862,0.021819917485117912,4.595495556714013e-05,0.001094127306714654,0.0002313103759661317,3.5548844607546926e-05,0.0031264496501535177,0.0,1.2571504157676827e-05,0.015025562606751919,0.002234633546322584,0.019931279122829437,0.0026048128493130207,-0.013392419554293156,0.011619427241384983,-0.004905717447400093,0.004780763294547796,59999996.0,-0.001944662886671722,8.780358823396374e-05,0.13995,0.046650000000000004,-9.214945793151855,0.018933461979031563,0.17539054155349731
4899.0,0.018253400921821594,0.01819387637078762,0.017407964915037155,0.0261970367282629,3.9641305193072185e-05,0.0010066049871966243,0.0002202659088652581,3.592604844016023e-05,0.0028760433197021484,0.0,1.2602302376762964e-05,0.014998952858150005,0.002241001930087805,0.020009687170386314,0.0026433870662003756,-0.013963095843791962,0.009817569516599178,-0.005010733846575022,0.0048268684186041355,59999996.0,-0.0016474571311846375,8.731568339934372e-05,0.14495,0.048316666666666674,-9.216984748840332,0.019604802131652832,0.18497121334075928
4999.0,0.01832961104810238,0.018269553780555725,0.017468657344579697,0.02669653296470642,4.073083619005047e-05,0.0009819759288802743,0.00020718006999231875,3.5628450859803706e-05,0.0027850777842104435,0.0,4.778397396876244e-06,0.014998827129602432,0.002228520577773452,0.020001696422696114,0.0026230844669044018,-0.013536909595131874,0.0094664441421628,-0.005002869758754969,0.0047981468960642815,59999996.0,-0.0017057432560250163,8.68198051533948e-05,0.14995,0.04998333333333334,-9.218750953674316,0.020562835037708282,0.19082647562026978
5099.0,0.018742350861430168,0.018679697066545486,0.017939183861017227,0.024683792144060135,4.089540016138926e-05,0.0009883132297545671,0.00020044209668412805,3.4402382880216464e-05,0.0027408418245613575,0.0,3.055067645618692e-05,0.015019947662949562,0.0022480706684291363,0.01997699961066246,0.0026501358952373266,-0.013470790348947048,0.009051709435880184,-0.004957050550729036,0.004847521428018808,59999996.0,-0.0018579202005639672,8.631607584665427e-05,0.15494999999999998,0.05165,-9.240049362182617,0.01677747070789337,0.10450631380081177
5199.0,0.01870500110089779,0.018639706075191498,0.017889445647597313,0.025008654221892357,4.5718868932453915e-05,0.000995486625470221,0.0001955324551090598,3.496207864372991e-05,0.002812017221003771,0.0,7.440539775416255e-06,0.014989020302891731,0.0022560989018529654,0.020022977143526077,0.0026720864698290825,-0.014506067149341106,0.010240895673632622,-0.005033957306295633,0.004877144005149603,59999996.0,-0.0016441789921373129,8.580461976679114e-05,0.15995,0.05331666666666667,-9.243348121643066,0.016804160550236702,0.11541986465454102
5299.0,0.01841851696372032,0.01835087686777115,0.01773250102996826,0.020612549036741257,4.605821595760062e-05,0.001005987636744976,0.0001836720621213317,3.518287849146873e-05,0.002710628090426326,0.0,3.827758973784512e-06,0.015001107938587666,0.0022754098754376173,0.02001936174929142,0.0026878761127591133,-0.0137750543653965,0.010057460516691208,-0.00501825287938118,0.004911576863378286,59999996.0,-0.001562679884955287,8.528556310793998e-05,0.16494999999999999,0.05498333333333333,-9.24875259399414,0.016545960679650307,0.13251784443855286
