index,date,time_seconds,n_valid_components,n_valid_stations,rmse_m,rmse_mm,mae_m,mae_mm,max_abs_m,max_abs_mm,n_valid_velocity_components,n_valid_velocity_stations,velocity_rmse_m_per_s,velocity_rmse_mm_per_day,velocity_mae_m_per_s,velocity_mae_mm_per_day,velocity_max_abs_m_per_s,velocity_max_abs_mm_per_day
784,2000-01-01T11:59:00,43140.0,6,2,0.005764910485595465,5.764910485595465,0.0034197939094156027,3.4197939094156027,0.01294395700097084,12.94395700097084,6,2,3.080108612607546e-09,0.266121384129292,2.2091182216854577e-09,0.19086781435362354,6.184818435173156e-09,0.5343683127989607
785,2000-01-02T11:59:00,129540.0,6,2,0.0028480205219238997,2.8480205219238997,0.002253846265375614,2.253846265375614,0.004686424508690834,4.686424508690834,6,2,2.6106661277225385e-09,0.22556155343522732,1.7532162388533834e-09,0.15147788303693233,5.592060592363168e-09,0.48315403518017774
786,2000-01-03T11:59:00,215940.0,6,2,0.0024855718947947025,2.4855718947947025,0.0017999854171648622,1.7999854171648622,0.004492480773478746,4.492480773478746,6,2,1.54489854242712e-09,0.13347923406570317,1.1067603500336531e-09,0.09562409424290763,2.4674740028984843e-09,0.21318975385042904
787,2000-01-04T11:59:00,302340.0,6,2,0.003729366697371006,3.729366697371006,0.0024186770897358656,2.4186770897358656,0.0068724919110536575,6.8724919110536575,6,2,1.1540735034287763e-09,0.09971195069624628,9.917829890682128e-10,0.08569005025549359,2.0873374140251144e-09,0.18034595257176989
788,2000-01-05T11:59:00,388740.0,6,2,0.004364952445030212,4.364952445030212,0.0026318877935409546,2.6318877935409546,0.009292436763644218,9.292436763644218,6,2,1.5939725095392987e-09,0.1377192248241954,1.0454740406729002e-09,0.09032895711413857,3.6758791566171567e-09,0.31759595913172234
789,2000-01-06T11:59:00,475140.0,6,2,0.004343064036220312,4.343064036220312,0.0025359669234603643,2.5359669234603643,0.009992056526243687,9.992056526243687,6,2,2.111273156302218e-09,0.18241400070451164,1.3336776127914618e-09,0.1152297457451823,4.865115421637256e-09,0.4203459724294589
790,2000-01-07T11:59:00,561540.0,6,2,0.00497116893529892,4.97116893529892,0.0032821204513311386,3.2821204513311386,0.008772525936365128,8.772525936365128,6,2,2.2086770190554716e-09,0.19082969444639275,1.5950240017659212e-09,0.1378100737525756,4.931253183571016e-09,0.4260602750605358
791,2000-01-08T11:59:00,647940.0,6,2,0.004553250968456268,4.553250968456268,0.0030041837599128485,3.0041837599128485,0.009861296974122524,9.861296974122524,6,2,2.1721795473439443e-09,0.18767631289051678,1.5932667407625445e-09,0.13765824640188384,4.228541516937412e-09,0.3653459870633924
792,2000-01-09T11:59:00,734340.0,6,2,0.004179044626653194,4.179044626653194,0.002624040236696601,2.624040236696601,0.008080916479229927,8.080916479229927,6,2,2.9580380367377757e-09,0.2555744863741438,2.078518468451307e-09,0.17958399567419292,5.7144338150294516e-09,0.4937270816185446
793,2000-01-10T11:59:00,820740.0,6,2,0.0032073548063635826,3.2073548063635826,0.001928801997564733,1.928801997564733,0.007380535826086998,7.380535826086998,6,2,2.2649193631707476e-09,0.1956890329779526,1.4439159867762896e-09,0.12475434125747142,5.01061814262016e-09,0.43291740752238184
794,2000-01-11T11:59:00,907140.0,6,2,0.0037495438009500504,3.7495438009500504,0.0023245415650308132,2.324541565030813,0.008160156197845936,8.160156197845936,6,2,2.1870021349457147e-09,0.18895698445930975,1.171157060220196e-09,0.10118797000302493,5.252433599167716e-09,0.4538102629680907
795,2000-01-12T11:59:00,993540.0,6,2,0.0031862608157098293,3.1862608157098293,0.00176228245254606,1.76228245254606,0.007659776136279106,7.659776136279106,6,2,1.9666781536642475e-09,0.16992099247659098,1.342046918040296e-09,0.11595285371868158,4.1611638579297505e-09,0.35952455732513044
796,2000-01-13T11:59:00,1079940.0,6,2,0.0032904143445193768,3.2904143445193768,0.0020409340504556894,2.0409340504556894,0.007639395073056221,7.639395073056221,6,2,1.890024581285843e-09,0.16329812382309683,1.1791486675960527e-09,0.10187844488029896,4.435221079290841e-09,0.38320310125072865
797,2000-01-14T11:59:00,1166340.0,6,2,0.002650135662406683,2.650135662406683,0.0015972183318808675,1.5972183318808675,0.006029015406966209,6.029015406966209,6,2,1.96085014891878e-09,0.1694174528665826,1.3967135226167215e-09,0.12067604835408474,4.37776437323123e-09,0.37823884184717826
798,2000-01-15T11:59:00,1252740.0,6,2,0.004759358707815409,4.759358707815409,0.0027000613044947386,2.7000613044947386,0.011118635535240173,11.118635535240173,6,2,1.6537237135239025e-09,0.14288172884846517,1.3939418508357448e-09,0.12043657591220835,2.9890343533622854e-09,0.25825256813050146
799,2000-01-16T11:59:00,1339140.0,6,2,0.004576209932565689,4.576209932565689,0.0025950411800295115,2.5950411800295115,0.010908256284892559,10.908256284892559,6,2,1.7897494597463037e-09,0.15463435332208064,1.506137325968382e-09,0.1301302649636682,2.755307981772148e-09,0.2380586096251136
800,2000-01-17T11:59:00,1425540.0,6,2,0.003705632872879505,3.705632872879505,0.0020204961765557528,2.0204961765557528,0.008817874826490879,8.817874826490879,6,2,1.954622241839843e-09,0.16887936169496243,1.729091869684396e-09,0.1493935375407318,2.7536544155992715e-09,0.23791574150777706
801,2000-01-18T11:59:00,1511940.0,6,2,0.0021609636023640633,2.1609636023640633,0.0014260797761380672,1.4260797761380672,0.004897496197372675,4.897496197372675,6,2,1.4101747547456966e-09,0.12183909881002819,1.1296180657538457e-09,0.09759900088113227,2.2427262269530956e-09,0.19377154600874746
802,2000-01-19T11:59:00,1598340.0,6,2,0.0023190013598650694,2.3190013598650694,0.001864600577391684,1.864600577391684,0.00410711532458663,4.10711532458663,6,2,1.1809876410140419e-09,0.10203733218361322,9.7425745249069e-10,0.08417584389519561,1.993057940907761e-09,0.17220020609443054
803,2000-01-20T11:59:00,1684740.0,6,2,0.005578131880611181,5.578131880611181,0.003038235707208514,3.038235707208514,0.013436734676361084,13.436734676361084,6,2,1.2268366322842894e-09,0.1059986850293626,8.929672001833922e-10,0.07715236609584508,2.359110906624551e-09,0.2038271823323612
804,2000-01-21T11:59:00,1771140.0,6,2,0.0020739533938467503,2.0739533938467503,0.0016993237659335136,1.6993237659335136,0.003856356255710125,3.856356255710125,6,2,1.2750278610695887e-09,0.11016240719641246,9.618363883134862e-10,0.0831026639502852,2.7066644481266167e-09,0.23385580831813968
805,2000-01-22T11:59:00,1857540.0,3,1,0.002484019845724106,2.484019845724106,0.0018547283252701163,1.8547283252701163,0.004185975529253483,4.185975529253483,3,1,4.519537799563267e-10,0.039048806588226626,3.885088084576438e-10,0.033567161050740424,6.831351040403888e-10,0.05902287298908959
